1 400 nan nan nan nan nan nan nan nan nan nan 1.195316076278687
2 400 nan nan nan nan nan nan nan nan nan nan 1.195316076278687
1 410 nan nan nan nan nan nan nan nan nan nan 1.200198888778687
2 410 nan nan nan nan nan nan nan nan nan nan 1.200198888778687
1 400 nan nan nan nan nan nan nan nan nan nan 1.195316076278687
2 400 nan nan nan nan nan nan nan nan nan nan 1.195316076278687
1 410 nan nan nan nan nan nan nan nan nan nan 1.200198888778687
2 410 nan nan nan nan nan nan nan nan nan nan 1.200198888778687
1 400 nan nan nan nan nan nan nan nan nan nan 1.195316076278687
2 400 nan nan nan nan nan nan nan nan nan nan 1.195316076278687
1 410 nan nan nan nan nan nan nan nan nan nan 1.200198888778687
2 410 nan nan nan nan nan nan nan nan nan nan 1.200198888778687
1 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
2 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
1 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
2 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
1 420 nan nan nan nan nan nan nan nan nan nan 1.205081701278687
2 420 nan nan nan nan nan nan nan nan nan nan 1.205081701278687
1 430 nan nan nan nan nan nan nan nan nan nan 1.209964513778687
2 430 nan nan nan nan nan nan nan nan nan nan 1.209964513778687
1 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
2 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
1 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
2 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
1 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
2 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
1 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
2 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
1 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
2 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
1 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
2 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
1 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
2 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
1 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
2 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
1 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
2 200 nan nan nan nan nan nan nan nan nan nan 1.097659826278687
1 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
2 310 nan nan nan nan nan nan nan nan nan nan 1.151370763778687
1 200 0.06279567588133575 0.06084713955161346 0.05432647008128238 155.04526 9.571229 -4.9988365 -0.25073007 10.797999 -13.788524641685989 6.964417713491308 1.097659826278687
2 200 0.06379651887369092 0.06258247844349847 0.06481347467090742 152.6129 9.30583 -4.1900105 -3.6141295 10.205619 -12.119982851985451 6.687258333359162 1.097659826278687
1 310 0.061832891350203714 0.05325805899262697 0.06009718063091222 153.64044 10.669877 -4.4092345 0.057787813 11.545026 -11.226218448143433 7.51431438437657 1.151370763778687
2 310 0.0635444745434292 0.07215702507461429 0.035560853653111145 149.5021 7.8752823 -7.4515243 -2.9396288 10.84183 -21.708139229599528 7.251958226208617 1.151370763778687
